row_number,level,Nation_fk,Year,Region,Country,All Religions,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
788,1,58,2040,Latin America-Caribbean,Dominican Republic, 100,< 1.0,88.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,10.7
789,1,59,2040,Latin America-Caribbean,Ecuador, 100,< 1.0,93.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 5.7
790,1,60,2040,Middle East-North Africa,Egypt, 100,< 1.0, 4.0,< 1.0,< 1.0,< 1.0,96.0,< 1.0,< 1.0
791,1,61,2040,Latin America-Caribbean,El Salvador, 100,< 1.0,87.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,11.5
792,1,62,2040,Sub-Saharan Africa,Equatorial Guinea, 100,< 1.0,88.7, 1.7,< 1.0,< 1.0, 4.0,< 1.0, 5.0
793,1,63,2040,Sub-Saharan Africa,Eritrea, 100,< 1.0,62.9,< 1.0,< 1.0,< 1.0,36.6,< 1.0,< 1.0
794,1,64,2040,Europe,Estonia, 100,< 1.0,39.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,59.8
795,1,65,2040,Sub-Saharan Africa,Ethiopia, 100,< 1.0,59.4, 1.9,< 1.0,< 1.0,38.6,< 1.0,< 1.0
796,1,66,2040,Europe,Faeroe Islands, 100,< 1.0,98.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.7
797,1,67,2040,Latin America-Caribbean,Falkland Islands (Malvinas), 100,< 1.0,67.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,31.5
798,1,68,2040,Asia-Pacific,Fiji, 100,< 1.0,64.4,< 1.0,27.9,< 1.0, 6.3,< 1.0,< 1.0
799,1,69,2040,Europe,Finland, 100,< 1.0,74.2,< 1.0,< 1.0,< 1.0, 2.5,< 1.0,22.5
800,1,70,2040,Europe,France, 100,< 1.0,47.9,< 1.0,< 1.0,< 1.0, 9.9,< 1.0,40.5
801,1,71,2040,Latin America-Caribbean,French Guiana, 100,< 1.0,83.3, 7.8,< 1.0,< 1.0, 1.9,< 1.0, 4.6
802,1,72,2040,Asia-Pacific,French Polynesia, 100,< 1.0,94.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 4.9
803,1,73,2040,Sub-Saharan Africa,Gabon, 100,< 1.0,72.9, 5.5,< 1.0,< 1.0,14.7,< 1.0, 6.1
804,1,74,2040,Sub-Saharan Africa,Gambia, 100,< 1.0, 3.6,< 1.0,< 1.0,< 1.0,95.6,< 1.0,< 1.0
805,1,75,2040,Europe,Georgia, 100,< 1.0,85.9,< 1.0,< 1.0,< 1.0,13.3,< 1.0,< 1.0
806,1,76,2040,Europe,Germany, 100,< 1.0,61.5,< 1.0,< 1.0,< 1.0, 8.9,< 1.0,28.7
807,1,77,2040,Sub-Saharan Africa,Ghana, 100,< 1.0,69.8, 5.8,< 1.0,< 1.0,20.6,< 1.0, 3.6
808,1,78,2040,Europe,Gibraltar, 100,< 1.0,88.8,< 1.0, 1.8, 2.1, 4.0,< 1.0, 2.9
809,1,79,2040,Europe,Greece, 100,< 1.0,86.5,< 1.0,< 1.0,< 1.0, 7.2,< 1.0, 5.8
810,1,80,2040,North America,Greenland, 100,< 1.0,96.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.5
811,1,81,2040,Latin America-Caribbean,Grenada, 100,< 1.0,96.6, 1.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
812,1,82,2040,Latin America-Caribbean,Guadeloupe, 100,< 1.0,95.9,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.5
813,1,83,2040,Asia-Pacific,Guam, 100, 1.1,94.2, 1.5,< 1.0,< 1.0,< 1.0, 1.6, 1.7
814,1,84,2040,Latin America-Caribbean,Guatemala, 100,< 1.0,95.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.7
815,1,85,2040,Sub-Saharan Africa,Guinea, 100,< 1.0,10.3, 2.6,< 1.0,< 1.0,85.2,< 1.0, 1.8
816,1,86,2040,Sub-Saharan Africa,Guinea-Bissau, 100,< 1.0,16.9,30.6,< 1.0,< 1.0,48.0,< 1.0, 4.5
817,1,87,2040,Latin America-Caribbean,Guyana, 100,< 1.0,71.8,< 1.0,20.1,< 1.0, 5.5,< 1.0, 1.9
818,1,88,2040,Latin America-Caribbean,Haiti, 100,< 1.0,86.7, 2.0,< 1.0,< 1.0,< 1.0,< 1.0,11.1
819,1,89,2040,Europe,Vatican City, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
820,1,90,2040,Latin America-Caribbean,Honduras, 100,< 1.0,87.7, 1.2,< 1.0,< 1.0,< 1.0,< 1.0,10.1
821,1,91,2040,Asia-Pacific,Hong Kong, 100,13.4,17.3,13.3,< 1.0,< 1.0, 2.8, 1.4,51.3
822,1,92,2040,Europe,Hungary, 100,< 1.0,76.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,22.9
823,1,93,2040,Europe,Iceland, 100,< 1.0,91.9,< 1.0,< 1.0,< 1.0, 1.3,< 1.0, 4.7
824,1,94,2040,Asia-Pacific,India, 100,< 1.0, 2.3,< 1.0,77.5,< 1.0,17.3, 1.7,< 1.0
825,1,95,2040,Asia-Pacific,Indonesia, 100,< 1.0,10.8,< 1.0, 1.5,< 1.0,86.7,< 1.0,< 1.0
826,1,96,2040,Asia-Pacific,Iran, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
827,1,97,2040,Middle East-North Africa,Iraq, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
828,1,98,2040,Europe,Ireland, 100,< 1.0,85.4,< 1.0,< 1.0,< 1.0, 2.5,< 1.0,10.9
829,1,99,2040,Europe,Isle of Man, 100,< 1.0,84.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,15.4
830,1,100,2040,Middle East-North Africa,Israel, 100,< 1.0, 2.0,< 1.0,< 1.0,71.0,23.4,< 1.0, 3.0
831,1,101,2040,Europe,Italy, 100,< 1.0,75.6,< 1.0,< 1.0,< 1.0, 7.7,< 1.0,15.5
832,1,102,2040,Latin America-Caribbean,Jamaica, 100,< 1.0,77.1, 4.6,< 1.0,< 1.0,< 1.0,< 1.0,17.1
833,1,103,2040,Asia-Pacific,Japan, 100,27.3, 2.1,< 1.0,< 1.0,< 1.0,< 1.0, 4.0,65.7
834,1,104,2040,Middle East-North Africa,Jordan, 100,< 1.0, 2.1,< 1.0,< 1.0,< 1.0,97.0,< 1.0,< 1.0
835,1,105,2040,Asia-Pacific,Kazakhstan, 100,< 1.0,19.9,< 1.0,< 1.0,< 1.0,75.6,< 1.0, 3.2
836,1,106,2040,Sub-Saharan Africa,Kenya, 100,< 1.0,82.8, 1.3,< 1.0,< 1.0,12.5,< 1.0, 2.4
837,1,107,2040,Asia-Pacific,Kiribati, 100,< 1.0,97.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.2,< 1.0
838,1,108,2040,Europe,Kosovo, 100,< 1.0, 4.9,< 1.0,< 1.0,< 1.0,94.9,< 1.0,< 1.0
839,1,109,2040,Middle East-North Africa,Kuwait, 100, 7.1,12.3,< 1.0,10.7,< 1.0,69.3,< 1.0,< 1.0
840,1,110,2040,Asia-Pacific,Kyrgyzstan, 100,< 1.0, 7.9,< 1.0,< 1.0,< 1.0,91.5,< 1.0,< 1.0
841,1,111,2040,Asia-Pacific,Laos, 100,59.2, 1.5,37.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
842,1,112,2040,Europe,Latvia, 100,< 1.0,53.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,45.9
843,1,113,2040,Middle East-North Africa,Lebanon, 100,< 1.0,38.3,< 1.0,< 1.0,< 1.0,61.3,< 1.0,< 1.0
844,1,114,2040,Sub-Saharan Africa,Lesotho, 100,< 1.0,97.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.7
845,1,115,2040,Sub-Saharan Africa,Liberia, 100,< 1.0,85.6,< 1.0,< 1.0,< 1.0,12.0,< 1.0, 1.3
846,1,116,2040,Middle East-North Africa,Libya, 100,< 1.0, 2.7,< 1.0,< 1.0,< 1.0,96.6,< 1.0,< 1.0
847,1,117,2040,Europe,Liechtenstein, 100,< 1.0,91.9,< 1.0,< 1.0,< 1.0, 5.0,< 1.0, 2.9
848,1,118,2040,Europe,Lithuania, 100,< 1.0,90.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 9.2
849,1,119,2040,Europe,Luxembourg, 100,< 1.0,70.9,< 1.0,< 1.0,< 1.0, 2.3,< 1.0,26.4
850,1,120,2040,Asia-Pacific,Macau, 100,17.3, 7.2,58.9,< 1.0,< 1.0,< 1.0,< 1.0,15.4
851,1,121,2040,Europe,Republic of Macedonia, 100,< 1.0,46.7,< 1.0,< 1.0,< 1.0,52.1,< 1.0, 1.1
852,1,122,2040,Sub-Saharan Africa,Madagascar, 100,< 1.0,83.5, 5.0,< 1.0,< 1.0, 3.2,< 1.0, 8.2
853,1,123,2040,Sub-Saharan Africa,Malawi, 100,< 1.0,83.8, 1.6,< 1.0,< 1.0,12.9,< 1.0, 1.5
854,1,124,2040,Asia-Pacific,Malaysia, 100,12.2, 9.4, 2.0, 5.3,< 1.0,70.5,< 1.0,< 1.0
855,1,125,2040,Asia-Pacific,Maldives, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.4,< 1.0,< 1.0
856,1,126,2040,Sub-Saharan Africa,Mali, 100,< 1.0, 2.3, 3.5,< 1.0,< 1.0,93.6,< 1.0,< 1.0
857,1,127,2040,Europe,Malta, 100,< 1.0,97.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.5
858,1,128,2040,Asia-Pacific,Marshall Islands, 100,< 1.0,97.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.5
859,1,129,2040,Latin America-Caribbean,Martinique, 100,< 1.0,96.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.3
860,1,130,2040,Sub-Saharan Africa,Mauritania, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
861,1,131,2040,Sub-Saharan Africa,Mauritius, 100,< 1.0,32.8,< 1.0,48.1,< 1.0,17.5,< 1.0,< 1.0
862,1,132,2040,Sub-Saharan Africa,Mayotte, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.6,< 1.0,< 1.0
863,1,133,2040,Latin America-Caribbean,Mexico, 100,< 1.0,92.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 7.6
864,1,134,2040,Asia-Pacific,Federated States of Micronesia, 100,< 1.0,95.3, 2.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
865,1,135,2040,Europe,Moldova, 100,< 1.0,97.2,< 1.0,< 1.0,< 1.0, 1.2,< 1.0, 1.3
866,1,136,2040,Europe,Monaco, 100,< 1.0,86.0,< 1.0,< 1.0, 1.7,< 1.0,< 1.0,11.7
867,1,137,2040,Asia-Pacific,Mongolia, 100,53.4, 2.2, 3.4,< 1.0,< 1.0, 3.8,< 1.0,37.1
868,1,138,2040,Europe,Montenegro, 100,< 1.0,73.4,< 1.0,< 1.0,< 1.0,23.7,< 1.0, 2.9
869,1,139,2040,Latin America-Caribbean,Montserrat, 100,< 1.0,93.5,< 1.0,< 1.0,< 1.0,< 1.0, 1.5, 4.8
870,1,140,2040,Middle East-North Africa,Morocco, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
871,1,141,2040,Sub-Saharan Africa,Mozambique, 100,< 1.0,59.3, 7.9,< 1.0,< 1.0,15.8,< 1.0,17.0
872,1,142,2040,Asia-Pacific,Burma (Myanmar), 100,79.7, 7.8, 5.6, 1.7,< 1.0, 4.6,< 1.0,< 1.0
873,1,143,2040,Sub-Saharan Africa,Namibia, 100,< 1.0,97.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.0
874,1,144,2040,Asia-Pacific,Nauru, 100, 1.1,79.0, 8.1,< 1.0,< 1.0,< 1.0, 7.4, 4.5
875,1,145,2040,Asia-Pacific,Nepal, 100, 9.4,< 1.0, 3.6,80.1,< 1.0, 6.0,< 1.0,< 1.0
876,1,146,2040,Europe,Netherlands, 100,< 1.0,41.9,< 1.0,< 1.0,< 1.0, 8.5,< 1.0,47.9
877,1,148,2040,Asia-Pacific,New Caledonia, 100,< 1.0,85.2,< 1.0,< 1.0,< 1.0, 2.8,< 1.0,10.4
878,1,149,2040,Asia-Pacific,New Zealand, 100, 2.1,46.9,< 1.0, 3.3,< 1.0, 2.3,< 1.0,43.8
879,1,150,2040,Latin America-Caribbean,Nicaragua, 100,< 1.0,84.6, 1.4,< 1.0,< 1.0,< 1.0,< 1.0,13.8
880,1,151,2040,Sub-Saharan Africa,Niger, 100,< 1.0, 1.1,< 1.0,< 1.0,< 1.0,98.0,< 1.0,< 1.0
881,1,152,2040,Sub-Saharan Africa,Nigeria, 100,< 1.0,41.5, 1.7,< 1.0,< 1.0,56.4,< 1.0,< 1.0
882,1,153,2040,Asia-Pacific,Niue, 100,< 1.0,96.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
883,1,154,2040,Asia-Pacific,North Korea, 100, 1.5, 2.0,12.3,< 1.0,< 1.0,< 1.0,12.9,71.3
884,1,155,2040,Asia-Pacific,Northern Mariana Islands, 100,10.6,81.3, 5.3,< 1.0,< 1.0,< 1.0, 1.1, 1.0
885,1,156,2040,Europe,Norway, 100, 1.3,76.3,< 1.0,< 1.0,< 1.0, 7.5,< 1.0,13.8
886,1,157,2040,Middle East-North Africa,Oman, 100,< 1.0, 5.8,< 1.0, 5.7,< 1.0,86.8,< 1.0,< 1.0
887,1,158,2040,Asia-Pacific,Pakistan, 100,< 1.0, 1.5,< 1.0, 2.0,< 1.0,96.5,< 1.0,< 1.0
888,1,159,2040,Asia-Pacific,Palau, 100,< 1.0,86.7,< 1.0,< 1.0,< 1.0,< 1.0,10.4, 1.2
889,1,160,2040,Middle East-North Africa,Palestinian territories, 100,< 1.0, 1.6,< 1.0,< 1.0,< 1.0,98.3,< 1.0,< 1.0
890,1,161,2040,Latin America-Caribbean,Panama, 100,< 1.0,92.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 5.5
891,1,162,2040,Asia-Pacific,Papua New Guinea, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
892,1,163,2040,Latin America-Caribbean,Paraguay, 100,< 1.0,96.8, 1.8,< 1.0,< 1.0,< 1.0,< 1.0, 1.1
893,1,164,2040,Latin America-Caribbean,Peru, 100,< 1.0,95.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
894,1,165,2040,Asia-Pacific,Philippines, 100,< 1.0,92.1, 1.6,< 1.0,< 1.0, 6.0,< 1.0,< 1.0
895,1,167,2040,Europe,Poland, 100,< 1.0,88.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,10.9
896,1,168,2040,Europe,Portugal, 100,< 1.0,87.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,10.5
897,1,169,2040,Latin America-Caribbean,Puerto Rico, 100,< 1.0,96.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.5
898,1,170,2040,Middle East-North Africa,Qatar, 100, 4.1,13.0,< 1.0,17.1,< 1.0,64.2,< 1.0,< 1.0
899,1,171,2040,Sub-Saharan Africa,Reunion, 100,< 1.0,87.6,< 1.0, 4.5,< 1.0, 4.2, 1.1, 2.0
900,1,172,2040,Europe,Romania, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
901,1,173,2040,Europe,Russia, 100,< 1.0,71.9,< 1.0,< 1.0,< 1.0,15.0,< 1.0,12.6
902,1,174,2040,Sub-Saharan Africa,Rwanda, 100,< 1.0,93.2,< 1.0,< 1.0,< 1.0, 2.9,< 1.0, 3.2
903,1,175,2040,Sub-Saharan Africa,St. Helena, 100,< 1.0,96.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
904,1,176,2040,Latin America-Caribbean,St. Kitts and Nevis, 100,< 1.0,94.6, 1.3, 1.5,< 1.0,< 1.0,< 1.0, 1.6
905,1,177,2040,Latin America-Caribbean,St. Lucia, 100,< 1.0,92.4,< 1.0,< 1.0,< 1.0,< 1.0, 1.6, 5.2
906,1,178,2040,North America,St. Pierre and Miquelon, 100,< 1.0,94.7,< 1.0,< 1.0,< 1.0,< 1.0, 1.3, 3.8
907,1,179,2040,Latin America-Caribbean,St. Vincent and the Grenadines, 100,< 1.0,88.7, 2.0, 3.4,< 1.0, 1.5, 2.0, 2.5
908,1,180,2040,Asia-Pacific,Samoa, 100,< 1.0,97.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.0
909,1,181,2040,Europe,San Marino, 100,< 1.0,91.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 7.2
910,1,182,2040,Sub-Saharan Africa,Sao Tome and Principe, 100,< 1.0,80.3, 3.1,< 1.0,< 1.0,< 1.0, 2.6,14.0
911,1,183,2040,Middle East-North Africa,Saudi Arabia, 100,< 1.0, 4.1,< 1.0, 1.5,< 1.0,92.9,< 1.0,< 1.0
912,1,184,2040,Sub-Saharan Africa,Senegal, 100,< 1.0, 2.8,< 1.0,< 1.0,< 1.0,97.2,< 1.0,< 1.0
913,1,185,2040,Europe,Serbia, 100,< 1.0,89.6,< 1.0,< 1.0,< 1.0, 7.0,< 1.0, 3.4
914,1,186,2040,Sub-Saharan Africa,Seychelles, 100,< 1.0,94.0,< 1.0, 2.1,< 1.0, 1.1,< 1.0, 2.1
915,1,187,2040,Sub-Saharan Africa,Sierra Leone, 100,< 1.0,19.1,< 1.0,< 1.0,< 1.0,79.8,< 1.0,< 1.0
916,1,188,2040,Asia-Pacific,Singapore, 100,28.8,17.3, 2.6, 8.9,< 1.0,19.4, 6.5,16.4
917,1,189,2040,Europe,Slovakia, 100,< 1.0,80.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,18.1
918,1,190,2040,Europe,Slovenia, 100,< 1.0,75.7,< 1.0,< 1.0,< 1.0, 4.5,< 1.0,19.7
919,1,191,2040,Asia-Pacific,Solomon Islands, 100,< 1.0,97.4, 1.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
920,1,192,2040,Sub-Saharan Africa,Somalia, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
921,1,193,2040,Sub-Saharan Africa,South Africa, 100,< 1.0,80.2,< 1.0,< 1.0,< 1.0, 2.3,< 1.0,15.5
922,1,194,2040,Asia-Pacific,South Korea, 100,19.4,32.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,46.5
923,1,195,2040,Europe,Spain, 100,< 1.0,68.1,< 1.0,< 1.0,< 1.0, 5.9,< 1.0,25.2
924,1,196,2040,Asia-Pacific,Sri Lanka, 100,67.4, 7.0,< 1.0,13.9,< 1.0,11.7,< 1.0,< 1.0
925,1,197,2040,Middle East-North Africa,Sudan, 100,< 1.0, 5.4, 2.8,< 1.0,< 1.0,90.7,< 1.0, 1.0
926,1,198,2040,Latin America-Caribbean,Suriname, 100,< 1.0,53.8, 6.4,16.5,< 1.0,12.6, 2.0, 7.8
927,1,199,2040,Sub-Saharan Africa,Swaziland, 100,< 1.0,89.2, 1.1,< 1.0,< 1.0,< 1.0,< 1.0, 8.8
928,1,200,2040,Europe,Sweden, 100, 1.0,55.5,< 1.0,< 1.0,< 1.0,10.3,< 1.0,32.0
929,1,201,2040,Europe,Switzerland, 100,< 1.0,64.4,< 1.0,< 1.0,< 1.0, 7.0,< 1.0,26.6
930,1,202,2040,Middle East-North Africa,Syria, 100,< 1.0, 5.1,< 1.0,< 1.0,< 1.0,92.8,< 1.0, 2.0
931,1,203,2040,Asia-Pacific,Taiwan, 100,20.7, 6.3,42.8,< 1.0,< 1.0,< 1.0,14.3,15.9
932,1,204,2040,Asia-Pacific,Tajikistan, 100,< 1.0, 2.0,< 1.0,< 1.0,< 1.0,96.2,< 1.0, 1.5
933,1,205,2040,Sub-Saharan Africa,Tanzania, 100,< 1.0,65.6,< 1.0,< 1.0,< 1.0,31.8,< 1.0, 2.0
934,1,206,2040,Asia-Pacific,Thailand, 100,91.1, 1.0,< 1.0,< 1.0,< 1.0, 7.4,< 1.0,< 1.0
935,1,207,2040,Asia-Pacific,Timor-Leste, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
936,1,208,2040,Sub-Saharan Africa,Togo, 100,< 1.0,38.5,40.5,< 1.0,< 1.0,14.0,< 1.0, 6.4
937,1,209,2040,Asia-Pacific,Tokelau, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
938,1,210,2040,Asia-Pacific,Tonga, 100,< 1.0,98.9,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
939,1,211,2040,Latin America-Caribbean,Trinidad and Tobago, 100,< 1.0,67.2, 2.1,21.4,< 1.0, 5.6, 1.5, 1.8
940,1,212,2040,Middle East-North Africa,Tunisia, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
941,1,213,2040,Asia-Pacific,Turkey, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.0,< 1.0, 1.2
942,1,214,2040,Asia-Pacific,Turkmenistan, 100,< 1.0, 6.4,< 1.0,< 1.0,< 1.0,92.9,< 1.0,< 1.0
943,1,215,2040,Latin America-Caribbean,Turks and Caicos Islands, 100,< 1.0,92.1, 2.7,< 1.0,< 1.0,< 1.0,< 1.0, 4.6
944,1,216,2040,Asia-Pacific,Tuvalu, 100,< 1.0,96.7,< 1.0,< 1.0,< 1.0,< 1.0, 1.9, 1.3
945,1,217,2040,Sub-Saharan Africa,Uganda, 100,< 1.0,84.8,< 1.0,< 1.0,< 1.0,13.4,< 1.0,< 1.0
946,1,218,2040,Europe,Ukraine, 100,< 1.0,88.3,< 1.0,< 1.0,< 1.0, 2.9,< 1.0, 8.4
947,1,219,2040,Middle East-North Africa,United Arab Emirates, 100, 2.7,13.0,< 1.0, 9.0,< 1.0,73.4,< 1.0, 1.1
948,1,220,2040,Europe,United Kingdom, 100,< 1.0,49.6,< 1.0, 1.9,< 1.0, 9.4,< 1.0,36.9
949,1,221,2040,North America,United States, 100, 1.4,69.1,< 1.0, 1.1, 1.5, 1.8, 1.3,23.6
950,1,222,2040,Latin America-Caribbean,U.S. Virgin Islands, 100,< 1.0,94.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.7
951,1,223,2040,Latin America-Caribbean,Uruguay, 100,< 1.0,56.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,42.2
952,1,224,2040,Asia-Pacific,Uzbekistan, 100,< 1.0, 1.6,< 1.0,< 1.0,< 1.0,97.6,< 1.0,< 1.0
953,1,225,2040,Asia-Pacific,Vanuatu, 100,< 1.0,93.5, 4.0,< 1.0,< 1.0,< 1.0, 1.4, 1.1
954,1,226,2040,Latin America-Caribbean,Venezuela, 100,< 1.0,89.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 9.4
955,1,227,2040,Asia-Pacific,Vietnam, 100,16.0, 8.7,44.4,< 1.0,< 1.0,< 1.0,< 1.0,30.2
956,1,228,2040,Asia-Pacific,Wallis and Futuna, 100,< 1.0,97.4, 1.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
957,1,229,2040,Middle East-North Africa,Western Sahara, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
958,1,230,2040,Middle East-North Africa,Yemen, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
959,1,231,2040,Sub-Saharan Africa,Zambia, 100,< 1.0,96.9,< 1.0,< 1.0,< 1.0,< 1.0, 1.0,< 1.0
960,1,232,2040,Sub-Saharan Africa,Zimbabwe, 100,< 1.0,86.4, 4.6,< 1.0,< 1.0, 1.0,< 1.0, 7.6
961,1,237,2040,Sub-Saharan Africa,South Sudan, 100,< 1.0,60.5,32.9,< 1.0,< 1.0, 6.2,< 1.0,< 1.0
962,1,238,2040,Latin America-Caribbean,Curacao, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
963,1,239,2040,Latin America-Caribbean,Sint Maarten, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
964,1,240,2040,Latin America-Caribbean,Caribbean Netherlands, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
965,3,10000,2050, World, All Countries, 100, 5.2,31.4, 4.8,14.9,< 1.0,29.7,< 1.0,13.2
966,2,1001,2050,North America, All Countries,****, 1.4,65.8,< 1.0, 1.3, 1.4, 2.4, 1.5,25.6
967,2,1002,2050,Latin America-Caribbean, All Countries, 100,< 1.0,88.9, 1.9,< 1.0,< 1.0,< 1.0,< 1.0, 8.7
968,2,1003,2050,Europe, All Countries,****,< 1.0,65.2,< 1.0,< 1.0,< 1.0,10.2,< 1.0,23.3
969,2,1004,2050,Middle East-North Africa, All Countries, 100,< 1.0, 3.1,< 1.0,< 1.0, 1.4,93.7,< 1.0,< 1.0
970,2,1005,2050,Sub-Saharan Africa, All Countries, 100,< 1.0,58.5, 3.2,< 1.0,< 1.0,35.2,< 1.0, 2.7
971,2,1006,2050,Asia-Pacific, All Countries, 100, 9.6, 7.7, 7.4,27.7,< 1.0,29.5,< 1.0,17.0
972,1,1,2050,Asia-Pacific,Afghanistan, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
973,1,2,2050,Europe,Albania, 100,< 1.0,13.4,< 1.0,< 1.0,< 1.0,85.9,< 1.0,< 1.0
974,1,3,2050,Middle East-North Africa,Algeria, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.0,< 1.0, 1.8
975,1,4,2050,Asia-Pacific,American Samoa, 100,< 1.0,98.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
976,1,5,2050,Europe,Andorra, 100,< 1.0,89.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 8.8
977,1,6,2050,Sub-Saharan Africa,Angola, 100,< 1.0,90.5, 4.1,< 1.0,< 1.0,< 1.0,< 1.0, 5.2
978,1,7,2050,Latin America-Caribbean,Anguilla, 100,< 1.0,90.6, 2.9,< 1.0,< 1.0,< 1.0, 1.6, 4.0
979,1,8,2050,Latin America-Caribbean,Antigua and Barbuda, 100,< 1.0,93.0, 3.6,< 1.0,< 1.0,< 1.0,< 1.0, 1.7
980,1,9,2050,Latin America-Caribbean,Argentina, 100,< 1.0,86.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,11.5
981,1,10,2050,Asia-Pacific,Armenia, 100,< 1.0,97.4,< 1.0,< 1.0,< 1.0, 1.1,< 1.0, 1.3
982,1,11,2050,Latin America-Caribbean,Aruba, 100,< 1.0,90.9, 1.4,< 1.0,< 1.0,< 1.0,< 1.0, 6.8
983,1,12,2050,Asia-Pacific,Australia, 100, 3.1,47.0,< 1.0, 2.3,< 1.0, 4.9,< 1.0,40.4
984,1,13,2050,Europe,Austria, 100,< 1.0,72.6,< 1.0,< 1.0,< 1.0, 8.9,< 1.0,17.2
